Ensembl_gene	Cancer_type	Gene_name	count
ENSG00000133392	TCGA-PRAD	MYH11	31
ENSG00000196498	TCGA-PRAD	NCOR2	31
ENSG00000091831	TCGA-SARC	ESR1	31
ENSG00000117713	TCGA-SARC	ARID1A	31
ENSG00000121879	TCGA-SARC	PIK3CA	31
ENSG00000168769	TCGA-SARC	TET2	31
ENSG00000185920	TCGA-SARC	PTCH1	31
ENSG00000085276	TCGA-SKCM	MECOM	31
ENSG00000166501	TCGA-SKCM	PRKCB	31
ENSG00000109670	TCGA-STAD	FBXW7	31
ENSG00000073282	TCGA-UCEC	TP63	31
ENSG00000115760	TCGA-UCEC	BIRC6	31
ENSG00000125952	TCGA-UCEC	MAX	31
ENSG00000148737	TCGA-UCEC	TCF7L2	31
ENSG00000037280	TCGA-BLCA	FLT4	30
ENSG00000039068	TCGA-BLCA	CDH1	30
ENSG00000139687	TCGA-BLCA	RB1	30
ENSG00000221988	TCGA-BLCA	PPT2	30
ENSG00000163513	TCGA-CESC	TGFBR2	30
ENSG00000198286	TCGA-COAD	CARD11	30
ENSG00000214827	TCGA-COAD	MTCP1	30
ENSG00000005339	TCGA-HNSC	CREBBP	30
ENSG00000162775	TCGA-HNSC	RBM15	30
ENSG00000163513	TCGA-HNSC	TGFBR2	30
ENSG00000171456	TCGA-HNSC	ASXL1	30
ENSG00000167548	TCGA-KICH	KMT2D	30
ENSG00000121989	TCGA-LIHC	ACVR2A	30
ENSG00000123572	TCGA-LUSC	NRK	30
ENSG00000173821	TCGA-LUSC	RNF213	30
ENSG00000085224	TCGA-OV	ATRX	30
ENSG00000117713	TCGA-OV	ARID1A	30
ENSG00000135333	TCGA-OV	EPHA7	30
ENSG00000153201	TCGA-PCPG	RANBP2	30
ENSG00000051382	TCGA-PRAD	PIK3CB	30
ENSG00000078328	TCGA-PRAD	RBFOX1	30
ENSG00000108375	TCGA-PRAD	RNF43	30
ENSG00000138413	TCGA-PRAD	IDH1	30
ENSG00000140836	TCGA-PRAD	ZFHX3	30
ENSG00000141646	TCGA-PRAD	SMAD4	30
ENSG00000184634	TCGA-SARC	MED12	30
ENSG00000272333	TCGA-SARC	KMT2B	30
ENSG00000096384	TCGA-SKCM	HSP90AB1	30
ENSG00000196159	TCGA-SKCM	FAT4	30
ENSG00000196220	TCGA-SKCM	SRGAP3	30
ENSG00000138814	TCGA-STAD	PPP3CA	30
ENSG00000165671	TCGA-UCEC	NSD1	30
ENSG00000173674	TCGA-UCEC	EIF1AX	30
ENSG00000085276	TCGA-BLCA	MECOM	29
ENSG00000147050	TCGA-BLCA	KDM6A	29
ENSG00000196712	TCGA-BLCA	NF1	29
ENSG00000095015	TCGA-CESC	MAP3K1	29
ENSG00000121879	TCGA-CESC	PIK3CA	29
ENSG00000065361	TCGA-COAD	ERBB3	29
ENSG00000163513	TCGA-COAD	TGFBR2	29
ENSG00000172915	TCGA-COAD	NBEA	29
ENSG00000213281	TCGA-COAD	NRAS	29
ENSG00000083799	TCGA-HNSC	CYLD	29
ENSG00000121879	TCGA-HNSC	PIK3CA	29
ENSG00000117713	TCGA-LUSC	ARID1A	29
ENSG00000164330	TCGA-LUSC	EBF1	29
ENSG00000184384	TCGA-LUSC	MAML2	29
ENSG00000186716	TCGA-LUSC	BCR	29
ENSG00000213281	TCGA-LUSC	NRAS	29
ENSG00000157388	TCGA-OV	CACNA1D	29
ENSG00000082898	TCGA-PRAD	XPO1	29
ENSG00000147889	TCGA-SARC	CDKN2A	29
ENSG00000204007	TCGA-SARC	GLT6D1	29
ENSG00000171862	TCGA-SKCM	PTEN	29
ENSG00000121879	TCGA-STAD	PIK3CA	29
ENSG00000133703	TCGA-STAD	KRAS	29
ENSG00000005073	TCGA-UCEC	HOXA11	29
ENSG00000115760	TCGA-BLCA	BIRC6	28
ENSG00000133124	TCGA-BLCA	IRS4	28
ENSG00000142798	TCGA-BLCA	HSPG2	28
ENSG00000182872	TCGA-BLCA	RBM10	28
ENSG00000270647	TCGA-BLCA	TAF15	28
ENSG00000129993	TCGA-CESC	CBFA2T3	28
ENSG00000167258	TCGA-CESC	CDK12	28
ENSG00000081237	TCGA-COAD	PTPRC	28
ENSG00000165238	TCGA-COAD	WNK2	28
ENSG00000169564	TCGA-COAD	PCBP1	28
ENSG00000184634	TCGA-GBM	MED12	28
ENSG00000109670	TCGA-HNSC	FBXW7	28
ENSG00000126012	TCGA-HNSC	KDM5C	28
ENSG00000147145	TCGA-HNSC	LPAR4	28
ENSG00000147724	TCGA-HNSC	FAM135B	28
ENSG00000104517	TCGA-KICH	UBR5	28
ENSG00000101972	TCGA-LUSC	STAG2	28
ENSG00000164754	TCGA-LUSC	RAD21	28
ENSG00000166501	TCGA-LUSC	PRKCB	28
ENSG00000148400	TCGA-OV	NOTCH1	28
ENSG00000173757	TCGA-OV	STAT5B	28
ENSG00000102038	TCGA-PRAD	SMARCA1	28
ENSG00000204963	TCGA-SARC	PCDHA7	28
ENSG00000163930	TCGA-SKCM	BAP1	28
ENSG00000055609	TCGA-STAD	KMT2C	28
ENSG00000121989	TCGA-STAD	ACVR2A	28
ENSG00000147050	TCGA-STAD	KDM6A	28
ENSG00000196914	TCGA-STAD	ARHGEF12	28
ENSG00000051341	TCGA-UCEC	POLQ	28
ENSG00000100453	TCGA-UCEC	GZMB	28
ENSG00000117713	TCGA-UCEC	ARID1A	28
ENSG00000133818	TCGA-UCEC	RRAS2	28
ENSG00000134323	TCGA-UCEC	MYCN	28
ENSG00000140836	TCGA-UCEC	ZFHX3	28
ENSG00000163939	TCGA-UCEC	PBRM1	28
ENSG00000083857	TCGA-BLCA	FAT1	27
ENSG00000117713	TCGA-BLCA	ARID1A	27
ENSG00000118058	TCGA-BLCA	KMT2A	27
ENSG00000124693	TCGA-BLCA	HIST1H3B	27
ENSG00000164985	TCGA-BLCA	PSIP1	27
ENSG00000116044	TCGA-CESC	NFE2L2	27
ENSG00000148400	TCGA-CESC	NOTCH1	27
ENSG00000095015	TCGA-COAD	MAP3K1	27
ENSG00000108091	TCGA-COAD	CCDC6	27
ENSG00000141736	TCGA-COAD	ERBB2	27
ENSG00000183454	TCGA-COAD	GRIN2A	27
ENSG00000138336	TCGA-GBM	TET1	27
ENSG00000105656	TCGA-HNSC	ELL	27
ENSG00000170759	TCGA-HNSC	KIF5B	27
ENSG00000109670	TCGA-LUSC	FBXW7	27
ENSG00000141279	TCGA-LUSC	NPEPPS	27
ENSG00000165323	TCGA-LUSC	FAT3	27
ENSG00000180611	TCGA-LUSC	MB21D2	27
ENSG00000044524	TCGA-PRAD	EPHA3	27
ENSG00000141510	TCGA-SARC	TP53	27
ENSG00000151332	TCGA-SARC	MBIP	27
ENSG00000168702	TCGA-SARC	LRP1B	27
ENSG00000138413	TCGA-SKCM	IDH1	27
ENSG00000156052	TCGA-SKCM	GNAQ	27
ENSG00000108375	TCGA-STAD	RNF43	27
ENSG00000110619	TCGA-STAD	CARS	27
ENSG00000139687	TCGA-STAD	RB1	27
ENSG00000167258	TCGA-STAD	CDK12	27
ENSG00000183337	TCGA-STAD	BCOR	27
ENSG00000108375	TCGA-UCEC	RNF43	27
ENSG00000143322	TCGA-UCEC	ABL2	27
ENSG00000157764	TCGA-UCEC	BRAF	27
ENSG00000183337	TCGA-UCEC	BCOR	27
ENSG00000133895	TCGA-ACC	MEN1	26
ENSG00000067560	TCGA-BLCA	RHOA	26
ENSG00000073282	TCGA-BLCA	TP63	26
ENSG00000100815	TCGA-BLCA	TRIP11	26
ENSG00000111642	TCGA-BLCA	CHD4	26
ENSG00000196367	TCGA-BLCA	TRRAP	26
ENSG00000065526	TCGA-CESC	SPEN	26
ENSG00000104408	TCGA-CESC	EIF3E	26
ENSG00000165671	TCGA-CESC	NSD1	26
ENSG00000186575	TCGA-CESC	NF2	26
ENSG00000055609	TCGA-COAD	KMT2C	26
ENSG00000196712	TCGA-COAD	NF1	26
ENSG00000198354	TCGA-GBM	DCAF12L2	26
ENSG00000064012	TCGA-HNSC	CASP8	26
ENSG00000179583	TCGA-HNSC	CIITA	26
ENSG00000111276	TCGA-LIHC	CDKN1B	26
ENSG00000101115	TCGA-LUSC	SALL4	26
ENSG00000141510	TCGA-LUSC	TP53	26
ENSG00000165671	TCGA-LUSC	NSD1	26
ENSG00000206503	TCGA-LUSC	HLA-A	26
ENSG00000196090	TCGA-OV	PTPRT	26
ENSG00000125285	TCGA-PRAD	SOX21	26
ENSG00000139687	TCGA-PRAD	RB1	26
ENSG00000149311	TCGA-PRAD	ATM	26
ENSG00000156650	TCGA-PRAD	KAT6B	26
ENSG00000169083	TCGA-PRAD	AR	26
ENSG00000171862	TCGA-SARC	PTEN	26
ENSG00000197150	TCGA-SARC	ABCB8	26
ENSG00000118058	TCGA-SKCM	KMT2A	26
ENSG00000076984	TCGA-STAD	MAP2K7	26
ENSG00000140937	TCGA-STAD	CDH11	26
ENSG00000147889	TCGA-STAD	CDKN2A	26
ENSG00000196159	TCGA-STAD	FAT4	26
ENSG00000099949	TCGA-UCEC	LZTR1	26
ENSG00000100697	TCGA-UCEC	DICER1	26
ENSG00000109670	TCGA-UCEC	FBXW7	26
ENSG00000049618	TCGA-BLCA	ARID1B	25
ENSG00000065361	TCGA-BLCA	ERBB3	25
ENSG00000139618	TCGA-BLCA	BRCA2	25
ENSG00000167548	TCGA-BLCA	KMT2D	25
ENSG00000183454	TCGA-BLCA	GRIN2A	25
ENSG00000189079	TCGA-BLCA	ARID2	25
ENSG00000109670	TCGA-COAD	FBXW7	25
ENSG00000116128	TCGA-COAD	BCL9	25
ENSG00000147889	TCGA-GBM	CDKN2A	25
ENSG00000134250	TCGA-HNSC	NOTCH2	25
ENSG00000148400	TCGA-HNSC	NOTCH1	25
ENSG00000196159	TCGA-HNSC	FAT4	25
ENSG00000087460	TCGA-LIHC	GNAS	25
ENSG00000005339	TCGA-LUSC	CREBBP	25
ENSG00000145715	TCGA-LUSC	RASA1	25
ENSG00000146360	TCGA-LUSC	GPR6	25
ENSG00000157764	TCGA-LUSC	BRAF	25
ENSG00000168702	TCGA-LUSC	LRP1B	25
ENSG00000171862	TCGA-LUSC	PTEN	25
ENSG00000174775	TCGA-LUSC	HRAS	25
ENSG00000171862	TCGA-OV	PTEN	25
ENSG00000055609	TCGA-PRAD	KMT2C	25
ENSG00000067560	TCGA-PRAD	RHOA	25
ENSG00000077782	TCGA-PRAD	FGFR1	25
ENSG00000118058	TCGA-PRAD	KMT2A	25
ENSG00000184634	TCGA-PRAD	MED12	25
ENSG00000197013	TCGA-PRAD	ZNF429	25
ENSG00000142208	TCGA-SARC	AKT1	25
ENSG00000115524	TCGA-SKCM	SF3B1	25
ENSG00000189079	TCGA-SKCM	ARID2	25
ENSG00000141736	TCGA-STAD	ERBB2	25
ENSG00000164935	TCGA-STAD	DCSTAMP	25
ENSG00000164736	TCGA-UCEC	SOX17	25
ENSG00000064012	TCGA-BLCA	CASP8	24
ENSG00000102554	TCGA-BLCA	KLF5	24
ENSG00000134250	TCGA-BLCA	NOTCH2	24
ENSG00000171862	TCGA-BLCA	PTEN	24
ENSG00000182054	TCGA-BLCA	IDH2	24
ENSG00000196998	TCGA-BLCA	WDR45	24
ENSG00000100030	TCGA-CESC	MAPK1	24
ENSG00000118046	TCGA-CESC	STK11	24
ENSG00000131023	TCGA-CESC	LATS1	24
ENSG00000198053	TCGA-COAD	SIRPA	24
ENSG00000124486	TCGA-HNSC	USP9X	24
ENSG00000136238	TCGA-HNSC	RAC1	24
ENSG00000145012	TCGA-HNSC	LPP	24
ENSG00000134352	TCGA-LIHC	IL6ST	24
ENSG00000149311	TCGA-LIHC	ATM	24
ENSG00000213281	TCGA-LIHC	NRAS	24
ENSG00000251258	TCGA-LIHC	RFPL4B	24
ENSG00000139687	TCGA-LUSC	RB1	24
ENSG00000117020	TCGA-PRAD	AKT3	24
ENSG00000117713	TCGA-PRAD	ARID1A	24
ENSG00000181555	TCGA-PRAD	SETD2	24
ENSG00000142798	TCGA-SARC	HSPG2	24
ENSG00000147140	TCGA-SKCM	NONO	24
ENSG00000166164	TCGA-SKCM	BRD7	24
ENSG00000172915	TCGA-SKCM	NBEA	24
ENSG00000172943	TCGA-SKCM	PHF8	24
ENSG00000181555	TCGA-SKCM	SETD2	24
ENSG00000257923	TCGA-SKCM	CUX1	24
ENSG00000107779	TCGA-STAD	BMPR1A	24
ENSG00000111642	TCGA-UCEC	CHD4	24
ENSG00000100852	TCGA-BLCA	ARHGAP5	23
ENSG00000116044	TCGA-BLCA	NFE2L2	23
ENSG00000141510	TCGA-BLCA	TP53	23
ENSG00000165699	TCGA-BLCA	TSC1	23
ENSG00000065361	TCGA-CESC	ERBB3	23
ENSG00000106809	TCGA-CESC	OGN	23
ENSG00000163930	TCGA-CESC	BAP1	23
ENSG00000141646	TCGA-COAD	SMAD4	23
ENSG00000168036	TCGA-COAD	CTNNB1	23
ENSG00000139687	TCGA-HNSC	RB1	23
ENSG00000196091	TCGA-HNSC	MYBPC1	23
ENSG00000234745	TCGA-HNSC	HLA-B	23
ENSG00000171862	TCGA-KICH	PTEN	23
ENSG00000069667	TCGA-LIHC	RORA	23
ENSG00000088451	TCGA-LIHC	TGDS	23
ENSG00000141367	TCGA-LIHC	CLTC	23
ENSG00000167548	TCGA-LIHC	KMT2D	23
ENSG00000189079	TCGA-LIHC	ARID2	23
ENSG00000040731	TCGA-LUSC	CDH10	23
ENSG00000049618	TCGA-LUSC	ARID1B	23
ENSG00000140937	TCGA-LUSC	CDH11	23
ENSG00000147050	TCGA-LUSC	KDM6A	23
ENSG00000148400	TCGA-LUSC	NOTCH1	23
ENSG00000077782	TCGA-OV	FGFR1	23
ENSG00000036257	TCGA-PRAD	CUL3	23
ENSG00000065361	TCGA-PRAD	ERBB3	23
ENSG00000085832	TCGA-PRAD	EPS15	23
ENSG00000088298	TCGA-PRAD	EDEM2	23
ENSG00000096088	TCGA-PRAD	PGC	23
ENSG00000119772	TCGA-PRAD	DNMT3A	23
ENSG00000121879	TCGA-PRAD	PIK3CA	23
ENSG00000133703	TCGA-PRAD	KRAS	23
ENSG00000185442	TCGA-PRAD	FAM174B	23
ENSG00000049167	TCGA-SARC	ERCC8	23
ENSG00000104695	TCGA-SARC	PPP2CB	23
ENSG00000159184	TCGA-SARC	HOXB13	23
ENSG00000168214	TCGA-SARC	RBPJ	23
ENSG00000182054	TCGA-SARC	IDH2	23
ENSG00000110719	TCGA-SKCM	TCIRG1	23
ENSG00000146232	TCGA-SKCM	NFKBIE	23
ENSG00000074964	TCGA-STAD	ARHGEF10L	23
ENSG00000065361	TCGA-UCEC	ERBB3	23
ENSG00000143839	TCGA-UCEC	REN	23
ENSG00000153487	TCGA-UCEC	ING1	23
ENSG00000168036	TCGA-UCEC	CTNNB1	23
ENSG00000101972	TCGA-BLCA	STAG2	22
ENSG00000121879	TCGA-BLCA	PIK3CA	22
ENSG00000141510	TCGA-CESC	TP53	22
ENSG00000068078	TCGA-HNSC	FGFR3	22
ENSG00000073282	TCGA-HNSC	TP63	22
ENSG00000100030	TCGA-HNSC	MAPK1	22
ENSG00000100461	TCGA-HNSC	RBM23	22
ENSG00000143183	TCGA-HNSC	TMCO1	22
ENSG00000171345	TCGA-HNSC	KRT19	22
ENSG00000198793	TCGA-KICH	MTOR	22
ENSG00000133703	TCGA-LIHC	KRAS	22
ENSG00000196498	TCGA-LIHC	NCOR2	22
ENSG00000036257	TCGA-LUSC	CUL3	22
ENSG00000105671	TCGA-LUSC	DDX49	22
ENSG00000131941	TCGA-LUSC	RHPN2	22
ENSG00000167548	TCGA-LUSC	KMT2D	22
ENSG00000075790	TCGA-MESO	BCAP29	22
ENSG00000113593	TCGA-PCPG	PPWD1	22
ENSG00000057657	TCGA-PRAD	PRDM1	22
ENSG00000125945	TCGA-PRAD	ZNF436	22
ENSG00000149534	TCGA-PRAD	MS4A2	22
ENSG00000069329	TCGA-SARC	VPS35	22
ENSG00000092853	TCGA-SARC	CLSPN	22
ENSG00000123144	TCGA-SARC	C19orf43	22
ENSG00000130023	TCGA-SARC	ERMARD	22
ENSG00000173338	TCGA-SARC	KCNK7	22
ENSG00000204913	TCGA-SARC	LRRC3C	22
ENSG00000275152	TCGA-SARC	CCL16	22
ENSG00000046889	TCGA-SKCM	PREX2	22
ENSG00000103351	TCGA-SKCM	CLUAP1	22
ENSG00000112531	TCGA-SKCM	QKI	22
ENSG00000128513	TCGA-SKCM	POT1	22
ENSG00000144554	TCGA-SKCM	FANCD2	22
ENSG00000153707	TCGA-SKCM	PTPRD	22
ENSG00000215301	TCGA-SKCM	DDX3X	22
ENSG00000083857	TCGA-STAD	FAT1	22
ENSG00000171862	TCGA-STAD	PTEN	22
ENSG00000164291	TCGA-THCA	ARSK	22
ENSG00000125798	TCGA-UCEC	FOXA2	22
ENSG00000118058	TCGA-ACC	KMT2A	21
ENSG00000204209	TCGA-ACC	DAXX	21
ENSG00000068078	TCGA-BLCA	FGFR3	21
ENSG00000186350	TCGA-BLCA	RXRA	21
ENSG00000100393	TCGA-CESC	EP300	21
ENSG00000130779	TCGA-CESC	CLIP1	21
ENSG00000170162	TCGA-CESC	VGLL2	21
ENSG00000168702	TCGA-COAD	LRP1B	21
ENSG00000196159	TCGA-GBM	FAT4	21
ENSG00000127616	TCGA-HNSC	SMARCA4	21
ENSG00000139618	TCGA-HNSC	BRCA2	21
ENSG00000147050	TCGA-HNSC	KDM6A	21
ENSG00000103197	TCGA-KICH	TSC2	21
ENSG00000124762	TCGA-KICH	CDKN1A	21
ENSG00000127507	TCGA-LGG	EMR2	21
ENSG00000083223	TCGA-LIHC	ZCCHC6	21
ENSG00000106638	TCGA-LIHC	TBL2	21
ENSG00000107147	TCGA-LIHC	KCNT1	21
ENSG00000116731	TCGA-LIHC	PRDM2	21
ENSG00000139687	TCGA-LIHC	RB1	21
ENSG00000163631	TCGA-LIHC	ALB	21
ENSG00000186575	TCGA-LIHC	NF2	21
ENSG00000134853	TCGA-LUSC	PDGFRA	21
ENSG00000221888	TCGA-LUSC	OR1C1	21
ENSG00000164506	TCGA-OV	STXBP5	21
ENSG00000129514	TCGA-PRAD	FOXA1	21
ENSG00000141506	TCGA-PRAD	PIK3R5	21
ENSG00000168036	TCGA-PRAD	CTNNB1	21
ENSG00000011590	TCGA-SARC	ZBTB32	21
ENSG00000110711	TCGA-SARC	AIP	21
ENSG00000160145	TCGA-SARC	KALRN	21
ENSG00000182557	TCGA-SARC	SPNS3	21
ENSG00000253251	TCGA-SARC	CTC-534A2.2	21
ENSG00000139687	TCGA-SKCM	RB1	21
ENSG00000178913	TCGA-SKCM	TAF7	21
ENSG00000196367	TCGA-SKCM	TRRAP	21
ENSG00000197408	TCGA-SKCM	CYP2B6	21
ENSG00000204618	TCGA-SKCM	RNF39	21
ENSG00000065361	TCGA-STAD	ERBB3	21
ENSG00000141510	TCGA-STAD	TP53	21
ENSG00000180644	TCGA-STAD	PRF1	21
ENSG00000149781	TCGA-UCEC	FERMT3	21
ENSG00000139687	TCGA-ACC	RB1	20
ENSG00000163435	TCGA-BLCA	ELF3	20
ENSG00000183161	TCGA-BLCA	FANCF	20
ENSG00000185650	TCGA-BLCA	ZFP36L1	20
ENSG00000049618	TCGA-COAD	ARID1B	20
ENSG00000179295	TCGA-GBM	PTPN11	20
ENSG00000068400	TCGA-HNSC	GRIPAP1	20
ENSG00000083857	TCGA-HNSC	FAT1	20
ENSG00000092529	TCGA-HNSC	CAPN3	20
ENSG00000196712	TCGA-HNSC	NF1	20
ENSG00000205856	TCGA-HNSC	C22orf42	20
ENSG00000111642	TCGA-KICH	CHD4	20
ENSG00000198258	TCGA-LGG	UBL5	20
ENSG00000113722	TCGA-LIHC	CDX1	20
ENSG00000167775	TCGA-LIHC	CD320	20
ENSG00000168685	TCGA-LIHC	IL7R	20
ENSG00000181481	TCGA-LIHC	RNF135	20
ENSG00000213995	TCGA-LIHC	CARKD	20
ENSG00000041982	TCGA-LUSC	TNC	20
ENSG00000068078	TCGA-LUSC	FGFR3	20
ENSG00000163788	TCGA-LUSC	SNRK	20
ENSG00000258436	TCGA-LUSC	RNASE12	20
ENSG00000139618	TCGA-OV	BRCA2	20
ENSG00000183770	TCGA-OV	FOXL2	20
ENSG00000024422	TCGA-PRAD	EHD2	20
ENSG00000083857	TCGA-PRAD	FAT1	20
ENSG00000153707	TCGA-PRAD	PTPRD	20
ENSG00000167258	TCGA-PRAD	CDK12	20
ENSG00000174992	TCGA-PRAD	ZG16	20
ENSG00000071537	TCGA-READ	SEL1L	20
ENSG00000122728	TCGA-SARC	TAF1L	20
ENSG00000124713	TCGA-SARC	GNMT	20
ENSG00000141542	TCGA-SARC	RAB40B	20
ENSG00000168014	TCGA-SARC	C2CD3	20
ENSG00000182732	TCGA-SARC	RGS6	20
ENSG00000109814	TCGA-SKCM	UGDH	20
ENSG00000119414	TCGA-SKCM	PPP6C	20
ENSG00000143314	TCGA-SKCM	MRPL24	20
ENSG00000147889	TCGA-SKCM	CDKN2A	20
ENSG00000163939	TCGA-SKCM	PBRM1	20
ENSG00000172765	TCGA-SKCM	TMCC1	20
ENSG00000197646	TCGA-SKCM	PDCD1LG2	20
ENSG00000039068	TCGA-STAD	CDH1	20
ENSG00000100503	TCGA-STAD	NIN	20
ENSG00000152154	TCGA-STAD	TMEM178A	20
ENSG00000112118	TCGA-THCA	MCM3	20
ENSG00000188375	TCGA-THCA	H3F3C	20
ENSG00000091831	TCGA-UCEC	ESR1	20
ENSG00000177084	TCGA-UCEC	POLE	20
ENSG00000243543	TCGA-UCS	WFDC6	20
ENSG00000141027	TCGA-BLCA	NCOR1	19
ENSG00000206503	TCGA-BLCA	HLA-A	19
ENSG00000173020	TCGA-CESC	ADRBK1	19
ENSG00000117713	TCGA-COAD	ARID1A	19
ENSG00000109680	TCGA-ESCA	TBC1D19	19
ENSG00000213218	TCGA-ESCA	CSH2	19
ENSG00000085224	TCGA-GBM	ATRX	19
ENSG00000167548	TCGA-GBM	KMT2D	19
ENSG00000036257	TCGA-HNSC	CUL3	19
ENSG00000102974	TCGA-HNSC	CTCF	19
ENSG00000106049	TCGA-HNSC	HIBADH	19
ENSG00000126107	TCGA-HNSC	HECTD3	19
ENSG00000129474	TCGA-HNSC	AJUBA	19
ENSG00000141027	TCGA-HNSC	NCOR1	19
ENSG00000166501	TCGA-HNSC	PRKCB	19
ENSG00000186575	TCGA-HNSC	NF2	19
ENSG00000160401	TCGA-LGG	C9orf117	19
ENSG00000114354	TCGA-LIHC	TFG	19
ENSG00000116251	TCGA-LIHC	RPL22	19
ENSG00000118058	TCGA-LIHC	KMT2A	19
ENSG00000153201	TCGA-LIHC	RANBP2	19
ENSG00000171735	TCGA-LIHC	CAMTA1	19
ENSG00000185681	TCGA-LIHC	MORN5	19
ENSG00000185947	TCGA-LIHC	ZNF267	19
ENSG00000241794	TCGA-LIHC	SPRR2A	19
ENSG00000079999	TCGA-LUSC	KEAP1	19
ENSG00000174327	TCGA-LUSC	SLC16A13	19
ENSG00000149311	TCGA-PAAD	ATM	19
ENSG00000119402	TCGA-PCPG	FBXW2	19
ENSG00000115808	TCGA-PRAD	STRN	19
ENSG00000122512	TCGA-PRAD	PMS2	19
ENSG00000122779	TCGA-PRAD	TRIM24	19
ENSG00000134250	TCGA-PRAD	NOTCH2	19
ENSG00000141027	TCGA-PRAD	NCOR1	19
ENSG00000171094	TCGA-PRAD	ALK	19
ENSG00000055609	TCGA-READ	KMT2C	19
ENSG00000079150	TCGA-SARC	FKBP7	19
ENSG00000163611	TCGA-SARC	SPICE1	19
ENSG00000167081	TCGA-SARC	PBX3	19
ENSG00000213390	TCGA-SARC	ARHGAP19	19
ENSG00000234965	TCGA-SARC	SHISA8	19
ENSG00000278685	TCGA-SARC	IQCA1L	19
ENSG00000105429	TCGA-SKCM	MEGF8	19
ENSG00000108666	TCGA-SKCM	C17orf75	19
ENSG00000134905	TCGA-SKCM	CARS2	19
ENSG00000135446	TCGA-SKCM	CDK4	19
ENSG00000169032	TCGA-SKCM	MAP2K1	19
ENSG00000171843	TCGA-SKCM	MLLT3	19
ENSG00000182132	TCGA-SKCM	KCNIP1	19
ENSG00000049245	TCGA-STAD	VAMP3	19
ENSG00000144566	TCGA-STAD	RAB5A	19
ENSG00000168763	TCGA-STAD	CNNM3	19
ENSG00000197045	TCGA-STAD	GMFB	19
ENSG00000274749	TCGA-STAD	KRTAP7-1	19
ENSG00000213918	TCGA-THCA	DNASE1	19
ENSG00000138074	TCGA-UCEC	SLC5A6	19
ENSG00000153914	TCGA-UCEC	SREK1	19
ENSG00000108946	TCGA-ACC	PRKAR1A	18
ENSG00000141510	TCGA-ACC	TP53	18
ENSG00000115504	TCGA-BLCA	EHBP1	18
ENSG00000120800	TCGA-BLCA	UTP20	18
ENSG00000140836	TCGA-BLCA	ZFHX3	18
ENSG00000131055	TCGA-CESC	COX4I2	18
ENSG00000162927	TCGA-CESC	PUS10	18
ENSG00000177084	TCGA-CESC	POLE	18
ENSG00000124693	TCGA-ESCA	HIST1H3B	18
ENSG00000099949	TCGA-GBM	LZTR1	18
ENSG00000100345	TCGA-HNSC	MYH9	18
ENSG00000100393	TCGA-HNSC	EP300	18
ENSG00000108830	TCGA-HNSC	RND2	18
ENSG00000165323	TCGA-HNSC	FAT3	18
ENSG00000166710	TCGA-HNSC	B2M	18
ENSG00000167548	TCGA-HNSC	KMT2D	18
ENSG00000180611	TCGA-HNSC	MB21D2	18
ENSG00000182111	TCGA-HNSC	ZNF716	18
ENSG00000189079	TCGA-HNSC	ARID2	18
ENSG00000206503	TCGA-HNSC	HLA-A	18
ENSG00000215301	TCGA-HNSC	DDX3X	18
ENSG00000267680	TCGA-HNSC	ZNF224	18
ENSG00000061337	TCGA-KIRP	LZTS1	18
ENSG00000168028	TCGA-KIRP	RPSA	18
ENSG00000171865	TCGA-KIRP	RNASEH1	18
ENSG00000119725	TCGA-LGG	ZNF410	18
ENSG00000119977	TCGA-LGG	TCTN3	18
ENSG00000164609	TCGA-LGG	SLU7	18
ENSG00000168566	TCGA-LGG	SNRNP48	18
ENSG00000005339	TCGA-LIHC	CREBBP	18
ENSG00000066813	TCGA-LIHC	ACSM2B	18
ENSG00000113240	TCGA-LIHC	CLK4	18
ENSG00000113328	TCGA-LIHC	CCNG1	18
ENSG00000128422	TCGA-LIHC	KRT17	18
ENSG00000163655	TCGA-LIHC	GMPS	18
ENSG00000163930	TCGA-LIHC	BAP1	18
ENSG00000165699	TCGA-LIHC	TSC1	18
ENSG00000182315	TCGA-LIHC	MBD3L3	18
ENSG00000205420	TCGA-LIHC	KRT6A	18
ENSG00000240891	TCGA-LIHC	PLCXD2	18
ENSG00000113360	TCGA-LUSC	DROSHA	18
ENSG00000179002	TCGA-LUSC	TAS1R2	18
ENSG00000143862	TCGA-PCPG	ARL8A	18
ENSG00000139618	TCGA-PRAD	BRCA2	18
ENSG00000141867	TCGA-PRAD	BRD4	18
ENSG00000142208	TCGA-PRAD	AKT1	18
ENSG00000162434	TCGA-PRAD	JAK1	18
ENSG00000178691	TCGA-PRAD	SUZ12	18
ENSG00000180530	TCGA-PRAD	NRIP1	18
ENSG00000126603	TCGA-SARC	GLIS2	18
ENSG00000133980	TCGA-SARC	VRTN	18
ENSG00000148136	TCGA-SARC	OR13C4	18
ENSG00000149489	TCGA-SARC	ROM1	18
ENSG00000151552	TCGA-SARC	QDPR	18
ENSG00000099337	TCGA-SKCM	KCNK6	18
ENSG00000101343	TCGA-SKCM	CRNKL1	18
ENSG00000105499	TCGA-SKCM	PLA2G4C	18
ENSG00000138115	TCGA-SKCM	CYP2C8	18
ENSG00000142173	TCGA-SKCM	COL6A2	18
ENSG00000163161	TCGA-SKCM	ERCC3	18
